sent_compound,x,y
0.9915,-14916.93238,6714670.828941268
0.9853,-14916.88909,6714670.832951669
0.8977,-14916.88654,6714670.846204569
0.9662,-14916.86599,6714670.839280268
0.8909,-14917.0057,6714670.808967069
0.9686,-14916.87497,6714670.8257597685
0.9754,-14916.95996,6714670.842134369
0.9756,-14916.92909,6714670.8188815685
0.9854,-14916.92537,6714670.841908769
0.8955,-14916.92077,6714670.832835268
0.9721,-14916.9934,6714670.848306568
0.9696,-14916.89018,6714670.819092468
0.9796,-14916.91109,6714670.788902468
0.8268,-14916.92595,6714670.798846568
0.9845,-14916.87287,6714670.836611268
0.907,-14916.86867,6714670.847420269
0.9795,-14917.01038,6714670.779934268
0.9477,-14916.86685,6714670.842766268
0.9958,-14917.02509,6714670.856907268
0.9628,-14916.93413,6714670.866443968
0.9955,-14916.94562,6714670.809021869
0.902,-14917.00573,6714670.787164369
0.3054,-14916.9966,6714670.867265268
0.9924,-14916.89192,6714670.816863269
0.9947,-14916.9842,6714670.796635868
0.9783,-14916.87158,6714670.868401568
0.5983,-14916.93193,6714670.783913968
0.6369,-14916.93842,6714670.808083569
0.5859,-14916.93628,6714670.8267846685
0.9337,-14916.94772,6714670.818236868
0.9952,-14916.99587,6714670.821409868
0,-14916.87903,6714670.773406768
0.9906,-14917.02217,6714670.817787169
0.9919,-14916.94007,6714670.862599368
0.9932,-14916.88594,6714670.845029668
0.9608,-14916.97644,6714670.853634869
0.9768,-14916.95647,6714670.814389968
0.979,-14916.90002,6714670.7727361685
0.9454,-14916.9994,6714670.804651269
0.9956,-14916.9616,6714670.881598968
0.9961,-14917.00431,6714670.809233569
0.9823,-14916.93985,6714670.814964469
0.975,-14916.94572,6714670.825296468
0.9493,-14916.98448,6714670.804815568
0.9879,-14916.97777,6714670.822173968
0.4469,-14916.87388,6714670.834933569
-0.953,-14917.02281,6714670.835210568
0.9137,-14916.89525,6714670.833750068
0.9619,-14916.97403,6714670.844877169
-0.5483,-14916.88934,6714670.8290180685
0,-14916.91706,6714670.823139168
0.9558,-14916.90841,6714670.823145968
